file,tool,attempted,status,success,returncode,finding_count,line,severity,check_id,message,evidence,log_path
/home/yichen/Desktop/Gemini_Baseline_Code06/F001.c,clang_analyzer,True,success,True,0,3,50,warning,core.uninitialized.Branch,Branch condition evaluates to a garbage value,/home/yichen/Desktop/Gemini_Baseline_Code06/F001.c:50:20: warning: Branch condition evaluates to a garbage value [core.uninitialized.Branch],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F001_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F001.c,clang_analyzer,True,success,True,0,3,73,warning,core.uninitialized.Branch,Branch condition evaluates to a garbage value,/home/yichen/Desktop/Gemini_Baseline_Code06/F001.c:73:20: warning: Branch condition evaluates to a garbage value [core.uninitialized.Branch],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F001_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F001.c,clang_analyzer,True,success,True,0,3,90,warning,core.uninitialized.Branch,Branch condition evaluates to a garbage value,/home/yichen/Desktop/Gemini_Baseline_Code06/F001.c:90:20: warning: Branch condition evaluates to a garbage value [core.uninitialized.Branch],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F001_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F002.c,clang_analyzer,True,success,True,0,2,50,warning,core.uninitialized.Branch,Branch condition evaluates to a garbage value,/home/yichen/Desktop/Gemini_Baseline_Code06/F002.c:50:20: warning: Branch condition evaluates to a garbage value [core.uninitialized.Branch],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F002_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F002.c,clang_analyzer,True,success,True,0,2,103,warning,core.NullDereference,Array access (from variable 'm') results in a null pointer dereference,/home/yichen/Desktop/Gemini_Baseline_Code06/F002.c:103:37: warning: Array access (from variable 'm') results in a null pointer dereference [core.NullDereference],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F002_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F003.c,clang_analyzer,True,success,True,0,1,50,warning,core.uninitialized.Branch,Branch condition evaluates to a garbage value,/home/yichen/Desktop/Gemini_Baseline_Code06/F003.c:50:20: warning: Branch condition evaluates to a garbage value [core.uninitialized.Branch],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F003_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F004.c,clang_analyzer,True,success,True,0,2,50,warning,core.uninitialized.Branch,Branch condition evaluates to a garbage value,/home/yichen/Desktop/Gemini_Baseline_Code06/F004.c:50:20: warning: Branch condition evaluates to a garbage value [core.uninitialized.Branch],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F004_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F004.c,clang_analyzer,True,success,True,0,2,87,warning,core.UndefinedBinaryOperatorResult,The left operand of '!=' is a garbage value,/home/yichen/Desktop/Gemini_Baseline_Code06/F004.c:87:28: warning: The left operand of '!=' is a garbage value [core.UndefinedBinaryOperatorResult],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F004_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F005.c,clang_analyzer,True,success,True,0,2,46,warning,core.uninitialized.Branch,Branch condition evaluates to a garbage value,/home/yichen/Desktop/Gemini_Baseline_Code06/F005.c:46:24: warning: Branch condition evaluates to a garbage value [core.uninitialized.Branch],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F005_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F005.c,clang_analyzer,True,success,True,0,2,76,warning,core.uninitialized.Branch,Branch condition evaluates to a garbage value,/home/yichen/Desktop/Gemini_Baseline_Code06/F005.c:76:24: warning: Branch condition evaluates to a garbage value [core.uninitialized.Branch],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F005_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F006.c,clang_analyzer,True,success,True,0,0,,,,,,/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F006_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F007.c,clang_analyzer,True,success,True,0,2,62,warning,core.uninitialized.Branch,Branch condition evaluates to a garbage value,/home/yichen/Desktop/Gemini_Baseline_Code06/F007.c:62:24: warning: Branch condition evaluates to a garbage value [core.uninitialized.Branch],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F007_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F007.c,clang_analyzer,True,success,True,0,2,106,warning,core.NonNullParamChecker,Null pointer passed to 2nd parameter expecting 'nonnull',/home/yichen/Desktop/Gemini_Baseline_Code06/F007.c:106:13: warning: Null pointer passed to 2nd parameter expecting 'nonnull' [core.NonNullParamChecker],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F007_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F008.c,clang_analyzer,True,success,True,0,2,53,warning,core.uninitialized.Branch,Branch condition evaluates to a garbage value,/home/yichen/Desktop/Gemini_Baseline_Code06/F008.c:53:24: warning: Branch condition evaluates to a garbage value [core.uninitialized.Branch],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F008_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F008.c,clang_analyzer,True,success,True,0,2,68,warning,core.uninitialized.Branch,Branch condition evaluates to a garbage value,/home/yichen/Desktop/Gemini_Baseline_Code06/F008.c:68:24: warning: Branch condition evaluates to a garbage value [core.uninitialized.Branch],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F008_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F009.c,clang_analyzer,True,success,True,0,1,50,warning,core.uninitialized.Branch,Branch condition evaluates to a garbage value,/home/yichen/Desktop/Gemini_Baseline_Code06/F009.c:50:20: warning: Branch condition evaluates to a garbage value [core.uninitialized.Branch],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F009_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F010.c,clang_analyzer,True,success,True,0,0,,,,,,/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F010_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F011.c,clang_analyzer,True,success,True,0,3,51,warning,core.uninitialized.Branch,Branch condition evaluates to a garbage value,/home/yichen/Desktop/Gemini_Baseline_Code06/F011.c:51:20: warning: Branch condition evaluates to a garbage value [core.uninitialized.Branch],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F011_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F011.c,clang_analyzer,True,success,True,0,3,63,warning,core.uninitialized.Branch,Branch condition evaluates to a garbage value,/home/yichen/Desktop/Gemini_Baseline_Code06/F011.c:63:20: warning: Branch condition evaluates to a garbage value [core.uninitialized.Branch],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F011_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F011.c,clang_analyzer,True,success,True,0,3,130,warning,unix.Malloc,Potential leak of memory pointed to by 'last_discarded.body',/home/yichen/Desktop/Gemini_Baseline_Code06/F011.c:130:12: warning: Potential leak of memory pointed to by 'last_discarded.body' [unix.Malloc],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F011_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F012.c,clang_analyzer,True,success,True,0,2,50,warning,core.uninitialized.Branch,Branch condition evaluates to a garbage value,/home/yichen/Desktop/Gemini_Baseline_Code06/F012.c:50:20: warning: Branch condition evaluates to a garbage value [core.uninitialized.Branch],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F012_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F012.c,clang_analyzer,True,success,True,0,2,87,warning,core.uninitialized.Branch,Branch condition evaluates to a garbage value,/home/yichen/Desktop/Gemini_Baseline_Code06/F012.c:87:20: warning: Branch condition evaluates to a garbage value [core.uninitialized.Branch],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F012_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F013.c,clang_analyzer,True,success,True,0,1,51,warning,core.uninitialized.Branch,Branch condition evaluates to a garbage value,/home/yichen/Desktop/Gemini_Baseline_Code06/F013.c:51:20: warning: Branch condition evaluates to a garbage value [core.uninitialized.Branch],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F013_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F014.c,clang_analyzer,True,success,True,0,1,52,warning,core.uninitialized.Branch,Branch condition evaluates to a garbage value,/home/yichen/Desktop/Gemini_Baseline_Code06/F014.c:52:20: warning: Branch condition evaluates to a garbage value [core.uninitialized.Branch],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F014_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F015.c,clang_analyzer,True,success,True,0,1,62,warning,core.uninitialized.Branch,Branch condition evaluates to a garbage value,/home/yichen/Desktop/Gemini_Baseline_Code06/F015.c:62:20: warning: Branch condition evaluates to a garbage value [core.uninitialized.Branch],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F015_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F016.c,clang_analyzer,True,success,True,0,0,,,,,,/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F016_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F017.c,clang_analyzer,True,success,True,0,1,71,warning,core.uninitialized.Branch,Branch condition evaluates to a garbage value,/home/yichen/Desktop/Gemini_Baseline_Code06/F017.c:71:20: warning: Branch condition evaluates to a garbage value [core.uninitialized.Branch],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F017_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F018.c,clang_analyzer,True,success,True,0,1,122,warning,core.NonNullParamChecker,Null pointer passed to 2nd parameter expecting 'nonnull',/home/yichen/Desktop/Gemini_Baseline_Code06/F018.c:122:13: warning: Null pointer passed to 2nd parameter expecting 'nonnull' [core.NonNullParamChecker],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F018_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F019.c,clang_analyzer,True,success,True,0,0,,,,,,/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F019_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F020.c,clang_analyzer,True,success,True,0,0,,,,,,/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F020_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F021.c,clang_analyzer,True,success,True,0,1,64,warning,core.uninitialized.Branch,Branch condition evaluates to a garbage value,/home/yichen/Desktop/Gemini_Baseline_Code06/F021.c:64:24: warning: Branch condition evaluates to a garbage value [core.uninitialized.Branch],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F021_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F022.c,clang_analyzer,True,success,True,0,1,65,warning,core.uninitialized.Branch,Branch condition evaluates to a garbage value,/home/yichen/Desktop/Gemini_Baseline_Code06/F022.c:65:24: warning: Branch condition evaluates to a garbage value [core.uninitialized.Branch],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F022_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F023.c,clang_analyzer,True,success,True,0,1,54,warning,core.uninitialized.Branch,Branch condition evaluates to a garbage value,/home/yichen/Desktop/Gemini_Baseline_Code06/F023.c:54:24: warning: Branch condition evaluates to a garbage value [core.uninitialized.Branch],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F023_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F024.c,clang_analyzer,True,success,True,0,0,,,,,,/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F024_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F025.c,clang_analyzer,True,success,True,0,1,64,warning,core.uninitialized.Branch,Branch condition evaluates to a garbage value,/home/yichen/Desktop/Gemini_Baseline_Code06/F025.c:64:24: warning: Branch condition evaluates to a garbage value [core.uninitialized.Branch],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F025_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F026.c,clang_analyzer,True,success,True,0,1,51,warning,core.uninitialized.Branch,Branch condition evaluates to a garbage value,/home/yichen/Desktop/Gemini_Baseline_Code06/F026.c:51:24: warning: Branch condition evaluates to a garbage value [core.uninitialized.Branch],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F026_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F027.c,clang_analyzer,True,success,True,0,2,59,warning,core.uninitialized.Branch,Branch condition evaluates to a garbage value,/home/yichen/Desktop/Gemini_Baseline_Code06/F027.c:59:24: warning: Branch condition evaluates to a garbage value [core.uninitialized.Branch],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F027_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F027.c,clang_analyzer,True,success,True,0,2,98,warning,core.NonNullParamChecker,Null pointer passed to 2nd parameter expecting 'nonnull',/home/yichen/Desktop/Gemini_Baseline_Code06/F027.c:98:13: warning: Null pointer passed to 2nd parameter expecting 'nonnull' [core.NonNullParamChecker],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F027_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F028.c,clang_analyzer,True,success,True,0,2,51,warning,core.uninitialized.Branch,Branch condition evaluates to a garbage value,/home/yichen/Desktop/Gemini_Baseline_Code06/F028.c:51:24: warning: Branch condition evaluates to a garbage value [core.uninitialized.Branch],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F028_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F028.c,clang_analyzer,True,success,True,0,2,63,warning,core.uninitialized.Branch,Branch condition evaluates to a garbage value,/home/yichen/Desktop/Gemini_Baseline_Code06/F028.c:63:24: warning: Branch condition evaluates to a garbage value [core.uninitialized.Branch],/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F028_clang_analyzer.log
/home/yichen/Desktop/Gemini_Baseline_Code06/F029.c,clang_analyzer,True,success,True,0,0,,,,,,/home/yichen/Desktop/Gemini_Baseline_Results06/logs/F029_clang_analyzer.log
